scientific_name,common_name,resource_category,title,url,institution,access_license_notes,relevance_to_umwelt
Pinguinus impennis,Great Auk,literature,Internet Archive — Crofford monograph example,https://archive.org/details/greatauk0000crof,Internet Archive,Check copyright for this scan before commercial video reuse.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,species_account,Birds of the World — Great Auk,https://birdsoftheworld.org/bow/species/greauk/cur/introduction,Cornell Lab of Ornithology,Synthesises historic accounts; cite BOW DOI on species page.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,multimedia,Birds of the World — figures / media tab,https://birdsoftheworld.org/bow/species/greauk/cur/multimedia?media=figures,Cornell Lab of Ornithology,Historic skins / lithographs; BOW terms apply.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,exhibition,Smithsonian Libraries — Once There Were Billions digital exhibition,https://library.si.edu/exhibition/once-there-were-billions,Smithsonian Institution,Curated extinct-bird narrative; strong for Context judging lane.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,exhibition,Smithsonian — Research Case: Great Auk (event/exhibit record),https://www.si.edu/exhibitions/research-case-great-auk-event-event-exhib-4482,Smithsonian Institution,Institutional framing of specimen culture.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,blog,Smithsonian Libraries Unbound — Great Auk essay,https://blog.library.si.edu/blog/2014/06/27/great-auk-flightless-socialand-doomed/,Smithsonian Institution,Secondary essay with links into BHL items.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,museum_object,Smithsonian — mounted Great Auk skeleton (object record),https://www.si.edu/object/great-auk-skeleton-mounted-exhibit%3Asiris_arc_390394,Smithsonian Institution,Verify current URL if SI reorganises collections site.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,occurrence,GBIF — species search,https://www.gbif.org/species/search?q=Pinguinus+impennis,GBIF,Eggs & skins in many NHMs; essential for global ‘last localities’ map QA.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,literature,BHL — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Pinguinus+impennis,Biodiversity Heritage Library,Newfoundland / Iceland exploitation primary sources.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,education,Animal Diversity Web — species account,https://animaldiversity.org/accounts/Pinguinus_impennis/,University of Michigan Museum of Zoology,Secondary overview with bibliographic hooks.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,conservation_record,IUCN Red List — search,https://www.iucnredlist.org/search?query=Pinguinus+impennis,IUCN,Historic EX listing narrative.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,genomics_literature,PubMed — species search,https://pubmed.ncbi.nlm.nih.gov/?term=Pinguinus+impennis,NIH,Ancient DNA / museomics papers on skins and eggs.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,interpretation,NHM London — extinction overview (context),https://www.nhm.ac.uk/discover/extinction.html,"Natural History Museum, London",General framing; species-specific claims still need primary cites.,Curated lead; verify before production embed.
Pinguinus impennis,Great Auk,scholarship,Environment & Society Portal — multimedia essay on historic testimony,https://www.environmentandsociety.org/mml/piecing-together-the-extinct-great-auk-techniques-and-charms-of-contiguity,Rachel Carson Center / LMU Munich,Humanities framing for ethics / colonial extraction of skins & eggs.,Curated lead; verify before production embed.
Camptorhynchus labradorius,Labrador Duck,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Camptorhynchus%20labradorius,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Camptorhynchus labradorius,Labrador Duck,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Camptorhynchus%20labradorius,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Camptorhynchus labradorius,Labrador Duck,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Camptorhynchus%20labradorius,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Camptorhynchus labradorius,Labrador Duck,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Camptorhynchus_labradorius,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Camptorhynchus labradorius,Labrador Duck,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Camptorhynchus%20labradorius,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Tachybaptus rufolavatus,Alaotra Grebe,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Tachybaptus%20rufolavatus,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Tachybaptus rufolavatus,Alaotra Grebe,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Tachybaptus%20rufolavatus,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Tachybaptus rufolavatus,Alaotra Grebe,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Tachybaptus%20rufolavatus,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Tachybaptus rufolavatus,Alaotra Grebe,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Tachybaptus_rufolavatus,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Tachybaptus rufolavatus,Alaotra Grebe,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Tachybaptus%20rufolavatus,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Corvus hawaiiensis,Hawaiian Crow,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Corvus%20hawaiiensis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Corvus hawaiiensis,Hawaiian Crow,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Corvus%20hawaiiensis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Corvus hawaiiensis,Hawaiian Crow,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Corvus%20hawaiiensis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Corvus hawaiiensis,Hawaiian Crow,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Corvus_hawaiiensis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Corvus hawaiiensis,Hawaiian Crow,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Corvus%20hawaiiensis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Corvus hawaiiensis,Hawaiian Crow,audiovisual,Macaulay Library — Hawaiian Crow search,https://search.macaulaylibrary.org/catalog?searchField=species&species=hawaiian+crow,Cornell Lab of Ornithology,Per-asset media usage terms on Macaulay pages.,Curated lead; verify before production embed.
Conuropsis carolinensis,Carolina Parakeet,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Conuropsis%20carolinensis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Conuropsis carolinensis,Carolina Parakeet,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Conuropsis%20carolinensis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Conuropsis carolinensis,Carolina Parakeet,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Conuropsis%20carolinensis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Conuropsis carolinensis,Carolina Parakeet,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Conuropsis_carolinensis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Conuropsis carolinensis,Carolina Parakeet,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Conuropsis%20carolinensis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Campephilus imperialis,Imperial Woodpecker,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Campephilus%20imperialis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Campephilus imperialis,Imperial Woodpecker,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Campephilus%20imperialis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Campephilus imperialis,Imperial Woodpecker,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Campephilus%20imperialis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Campephilus imperialis,Imperial Woodpecker,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Campephilus_imperialis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Campephilus imperialis,Imperial Woodpecker,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Campephilus%20imperialis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Vermivora bachmanii,Bachman’s Warbler,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Vermivora%20bachmanii,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Vermivora bachmanii,Bachman’s Warbler,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Vermivora%20bachmanii,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Vermivora bachmanii,Bachman’s Warbler,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Vermivora%20bachmanii,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Vermivora bachmanii,Bachman’s Warbler,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Vermivora_bachmanii,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Vermivora bachmanii,Bachman’s Warbler,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Vermivora%20bachmanii,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Psephotellus pulcherrimus,Paradise Parrot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Psephotellus%20pulcherrimus,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Psephotellus pulcherrimus,Paradise Parrot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Psephotellus%20pulcherrimus,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Psephotellus pulcherrimus,Paradise Parrot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Psephotellus%20pulcherrimus,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Psephotellus pulcherrimus,Paradise Parrot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Psephotellus_pulcherrimus,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Psephotellus pulcherrimus,Paradise Parrot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Psephotellus%20pulcherrimus,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Ninox albifacies,Laughing Owl,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Ninox%20albifacies,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Ninox albifacies,Laughing Owl,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Ninox%20albifacies,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Ninox albifacies,Laughing Owl,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Ninox%20albifacies,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Ninox albifacies,Laughing Owl,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Ninox_albifacies,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Ninox albifacies,Laughing Owl,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Ninox%20albifacies,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Tympanuchus cupido cupido,Heath Hen,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Tympanuchus%20cupido%20cupido,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Tympanuchus cupido cupido,Heath Hen,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Tympanuchus%20cupido%20cupido,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Tympanuchus cupido cupido,Heath Hen,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Tympanuchus%20cupido%20cupido,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Tympanuchus cupido cupido,Heath Hen,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Tympanuchus_cupido,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Tympanuchus cupido cupido,Heath Hen,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Tympanuchus%20cupido%20cupido,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Chelonoidis abingdonii,Pinta Giant Tortoise,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Chelonoidis%20abingdonii,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Chelonoidis abingdonii,Pinta Giant Tortoise,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Chelonoidis%20abingdonii,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Chelonoidis abingdonii,Pinta Giant Tortoise,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Chelonoidis%20abingdonii,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Chelonoidis abingdonii,Pinta Giant Tortoise,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Chelonoidis_abingdonii,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Chelonoidis abingdonii,Pinta Giant Tortoise,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Chelonoidis%20abingdonii,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Chelonoidis abingdonii,Pinta Giant Tortoise,conservation_record,IUCN Red List — search,https://www.iucnredlist.org/search?query=Chelonoidis+abingdonii,IUCN,Assessment text documents last wild individuals narrative.,Curated lead; verify before production embed.
Cylindraspis indica,Réunion Giant Tortoise,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Cylindraspis%20indica,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Cylindraspis indica,Réunion Giant Tortoise,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Cylindraspis%20indica,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Cylindraspis indica,Réunion Giant Tortoise,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Cylindraspis%20indica,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Cylindraspis indica,Réunion Giant Tortoise,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Cylindraspis_indica,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Cylindraspis indica,Réunion Giant Tortoise,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Cylindraspis%20indica,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Cylindraspis triserrata,Domed Mauritius Giant Tortoise,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Cylindraspis%20triserrata,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Cylindraspis triserrata,Domed Mauritius Giant Tortoise,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Cylindraspis%20triserrata,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Cylindraspis triserrata,Domed Mauritius Giant Tortoise,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Cylindraspis%20triserrata,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Cylindraspis triserrata,Domed Mauritius Giant Tortoise,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Cylindraspis_triserrata,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Cylindraspis triserrata,Domed Mauritius Giant Tortoise,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Cylindraspis%20triserrata,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Cylindraspis peltastes,Rodrigues Giant Tortoise,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Cylindraspis%20peltastes,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Cylindraspis peltastes,Rodrigues Giant Tortoise,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Cylindraspis%20peltastes,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Cylindraspis peltastes,Rodrigues Giant Tortoise,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Cylindraspis%20peltastes,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Cylindraspis peltastes,Rodrigues Giant Tortoise,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Cylindraspis_peltastes,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Cylindraspis peltastes,Rodrigues Giant Tortoise,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Cylindraspis%20peltastes,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Bolyeria multocarinata,Round Island Burrowing Boa,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Bolyeria%20multocarinata,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Bolyeria multocarinata,Round Island Burrowing Boa,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Bolyeria%20multocarinata,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Bolyeria multocarinata,Round Island Burrowing Boa,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Bolyeria%20multocarinata,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Bolyeria multocarinata,Round Island Burrowing Boa,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Bolyeria_multocarinata,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Bolyeria multocarinata,Round Island Burrowing Boa,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Bolyeria%20multocarinata,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Hoplodactylus delcourti,Delcourt's Giant Gecko,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Hoplodactylus%20delcourti,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Hoplodactylus delcourti,Delcourt's Giant Gecko,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Hoplodactylus%20delcourti,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Hoplodactylus delcourti,Delcourt's Giant Gecko,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Hoplodactylus%20delcourti,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Hoplodactylus delcourti,Delcourt's Giant Gecko,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Hoplodactylus_delcourti,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Hoplodactylus delcourti,Delcourt's Giant Gecko,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Hoplodactylus%20delcourti,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Incilius periglenes,Golden Toad,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Incilius%20periglenes,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Incilius periglenes,Golden Toad,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Incilius%20periglenes,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Incilius periglenes,Golden Toad,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Incilius%20periglenes,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Incilius periglenes,Golden Toad,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Incilius_periglenes,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Incilius periglenes,Golden Toad,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Incilius%20periglenes,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Cynops wolterstorffi,Yunnan Lake Newt,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Cynops%20wolterstorffi,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Cynops wolterstorffi,Yunnan Lake Newt,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Cynops%20wolterstorffi,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Cynops wolterstorffi,Yunnan Lake Newt,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Cynops%20wolterstorffi,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Cynops wolterstorffi,Yunnan Lake Newt,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Cynops_wolterstorffi,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Cynops wolterstorffi,Yunnan Lake Newt,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Cynops%20wolterstorffi,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Litoria nyakalensis,Mountain Mist Frog,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Litoria%20nyakalensis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Litoria nyakalensis,Mountain Mist Frog,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Litoria%20nyakalensis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Litoria nyakalensis,Mountain Mist Frog,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Litoria%20nyakalensis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Litoria nyakalensis,Mountain Mist Frog,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Litoria_nyakalensis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Litoria nyakalensis,Mountain Mist Frog,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Litoria%20nyakalensis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
